INST_TEMP_ID,temp_id,WESTERN_NAME,CHINESE_NAME_HANZI,Shortened Chinese Name,Chinese_name_rom,Parent Org ID,Parent Org Name,CHINESE_ALT_NAME_HANZI,CATEGORY,SUBCATEGORY,GENDER_SERVED,AFFILIATION,CHRISTIAN TRADITION,Religious Family,RECORDED PLACE,GEOCODE,NOTES,SOURCE
TEMP_ID,,,NAME,Name,Name in pinyin ,,,ALT NAME (TYPE),Category,Subcategory,M | F | X,Corporate Entity,Protestant,,Recorded,Code,NOTE,CY_YYYY_PAGE
中華基督教青年會全國協會出版組辦公室,TN_0001,Publishing Office of National Committee of Young Women's Christian Associations of China ,中華基督教青年會全國協會出版組辦公室,,zhōnghuá jīdūjiào qīngnián huì quánguó xiéhuì chūbǎn zǔbàn gōngshì,C_000289,YMCA,Publishing Office of National Committee of YMCAs of China ,Ecclesial,,M ,中華基督教男青年會 - YMCA - Young Men’s Christian Association of China,Protestant,Interdenominational,,Y_1512,,
中華基督教女青年會全國協會總部,TN_0002,Headquarter of National Committee of Young Women's Christian Associations of China ,中華基督教女青年會全國協會總部,,zhōnghuá jīdūjiào nǚ qīngnián huì quánguó xiéhuì zǒngbù,C_000290,YWCA,Headquarter of National Committee of YWCAs of China ,Ecclesial,,F,中華基督教女青年會 - YWCA - Young Women’s Christian Association of China,Protestant,Interdenominational,,Y_1512,,
北京燕京大學宗教學院,TN_0003,"School of Religion, Yenching University",北京燕京大學宗教學院,,běijīng yānjīng dàxué zōngjiào xuéyuàn,N_05731,Yenching University ,"School of Religion, Yenching University, Peking ",Education,Higher Education,X,,Protestant,,,Y_2505,,
中華基督教青年會全國協會事工組辦公室,TN_0004,Ministry Office of National Committe of Young Men's Christian Associations of China ,中華基督教青年會全國協會事工組辦公室,,zhōnghuá jīdūjiào qīngnián huì quánguó xiéhuì shìgōng zǔbàn gōngshì,C_000289,YMCA,Ministry Office of National Committe of YMCAs of China ,Ecclesial,,M,中華基督教男青年會 - YMCA - Young Men’s Christian Association of China,Protestant,Interdenominational,,Y_1512,,
上海中華基督教青年會全國協會總部,TN_0005,Headquarter of National Committe of Young Women's Christian Associations of China (Shanghai) ,上海中華基督教青年會全國協會總部,,shànghǎi zhōnghuá jīdūjiào qīngnián huì quánguó xiéhuì zǒngbù,C_000289,YMCA,Headquarter of National Committe of YWCAs of China (Shanghai) ,Ecclesial,,M,中華基督教男青年會 - YMCA - Young Men’s Christian Association of China,Protestant,Interdenominational,,Y_1512,,
上海中華基督教會全國總會總部,TN_0006,Headquarter of National Council of Church of Christ in China (Shanghai),上海中華基督教會全國總會總部,,shànghǎi zhōnghuá jīdūjiào huì quánguó zǒnghuì zǒngbù,C_000934,Church of Christ in China,,Ecclesial,,M,中华基督教会全国总会 - CCC - Church of Christ in China.,Protestant,,,Y_1512,,
上海中華全國基督教協進會總部,TN_0007,Headquarter of Shanghai National Christian Council of China,上海中華全國基督教協進會總部,,shànghǎi zhōnghuá quánguó jīdūjiào xiéjìnhuì zǒngbù,C_000894,National Christian Council of China,,Ecclesial,,X,中华全国基督教协进会 - NCC - National Christian Council of China,Protestant,,,Y_1503,,
南京中華基督會總部,TN_0008,Headquarter of the Disciples of Christ in China (Nanjing),南京中華基督會總部,,nánjīng zhōnghuá jīdū huì zǒngbù,C_000372,Disciples of Christ,,Ecclesial,,X,基督會 - UCMS - Disciples of Christ,Protestant,Restorationist,,Y_753,,
上海基督教公誼會總部,TN_0009,"Headquarter of Christian Friends Foreign Mission Association (FFMA), Shanghai",上海基督教公誼會總部,,shànghǎi jīdūjiào gōngyìhuì zǒngbù,"C_000120",Friends Foreign Mission Association (FFMA),"Headquarter of Christian FFMA, Shanghai",Ecclesial,,X,公誼會 - FMWC - Friends Mission (West China),Protestant,Quaker,,Y_1512,,
上海廣學會義務總部,TN_0010,Headquarter of the Christian Literature Society for China (Shanghai),上海廣學會義務總部,,shànghǎi guǎngxuéhuì yìwù zǒngbù,C_000070,,Headquarter of Shanghai Guangxue Society,Ecclesial,,X,,Protestant,,,Y_1503,,
廣州中華基督教會廣東協會辦公室,TN_0011,Guangdong Council Office of the Church of Christ in China (Guangzhou),廣州中華基督教會廣東協會辦公室,,guǎngzhōu zhōnghuá jīdūjiào huìguǎngdōng xiéhuìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,X,中华基督教会全国总会 - CCC - Church of Christ in China.,Protestant,Restorationist,,Y_2048,,
上海基督教女青年會總部,TN_0013,Headquarter of the Young Women’s Christian Association (Shanghai),上海基督教女青年會總部,,shànghǎi jīdūjiào nǚ qīngnián huì zǒngbù,C_000290,YWCA,,Ecclesial,,F,中華基督教女青年會 - YWCA - Young Women’s Christian Association of China,Protestant,Interdenominational,,Y_1512,,
上海中華基督教協進會醫事委員會辦公室,TN_0014,Office of Commission on Christian Medical Work of Shanghai National Christian Council of China,上海中華基督教協進會醫事委員會辦公室,,shànghǎi zhōnghuá jīdūjiào xiéjìnhuì yīshìwěiyuánhuì bàn gōngshì,C_000894,National Christian Council of China,,Ecclesial,,X,中华全国基督教协进会 - NCC - National Christian Council of China,Protestant,Interdenominational,,Y_1503,,
上海中華基督教教育協會辦公室,TN_0015,Office of China Christian Education Association (Shanghai),上海中華基督教教育協會辦公室,,shànghǎi zhōnghuá jīdūjiào jiàoyù xiéhuìbàn gōngshì,C_000096,China Christian Educational Association(CCEA); Educational Association of China (EAC),Office of Educational Association of China (Shanghai); Office of Commission on Christian Education (Shanghai),Education,,X,中国教育会 - EAC - Educational Assocation of China,Protestant,Non-Religious,,Y_1503,,
上海中華全國基督教協進會秘書處辦公室,TN_0016,Secretarial Department Office of Shanghai National Christian Council of China ,上海中華全國基督教協進會秘書處辦公室,,shànghǎi zhōnghuá quánguó jīdūjiào xiéjìnhuì mìshūchù bàn gōngshì,C_000894,National Christian Council of China,,Ecclesial,,X,中华全国基督教协进会 - NCC - National Christian Council of China,Protestant,,,Y_1503,,
上海中華全國基督教協進會鄉村部辦公室,TN_0017,Rural Affairs Office of Shanghai National Christian Council of China,上海中華全國基督教協進會鄉村部辦公室,,shànghǎi zhōnghuá quánguó jīdūjiào xiéjìnhuì xiāngcūn bùbàn gōngshì,C_000894,National Christian Council of China,,Ecclesial,,X,中华全国基督教协进会 - NCC - National Christian Council of China,Protestant,,,Y_1503,,
上海中華全國基督教協進會家庭委員會辦公室,TN_0018,Home Committee Office of Shanghai National Christian Council of China,上海中華全國基督教協進會家庭委員會辦公室,,shànghǎi zhōnghuá quánguó jīdūjiào xiéjìnhuì jiātíng wěiyuánhuì bàn gōngshì,C_000894,National Christian Council of China,,Ecclesial,,X,中华全国基督教协进会 - NCC - National Christian Council of China,Protestant,,,Y_1503,,
上海中華全國基督教協進會勞工服務委員會辦公室,TN_0019,Committee Office on Industrial Relations of Shanghai National Christian Council of China,上海中華全國基督教協進會勞工服務委員會辦公室,,shànghǎi zhōnghuá quánguó jīdūjiào xiéjìnhuì láogōng fúwùwěiyuánhuì bàn gōngshì,C_000894,National Christian Council of China,,Ecclesial,,X,中华全国基督教协进会 - NCC - National Christian Council of China,Protestant,,,Y_1503,,
上海中華基督教宗教教育促進會辦公室,TN_0020,"Office of National Committee for Christian Religious Education in China (NCCRE), Shanghai ",上海中華基督教宗教教育促進會辦公室,,shànghǎi zhōnghuá jīdūjiào zōngjiào jiàoyù cùjìnhuì bàn gōngshì,C_001134,National Committee for Christian Religious Education in China (Nccre),,Education,,,中华基督教宗教教育促进会 - NCCRE - National Committee for Christian Religious Education in China,Protestant,,,O_26,,
上海中華基督教錫安休養院,TN_0021,Church of Christ in China Zion Retirement Home (Shanghai),上海中華基督教錫安休養院,,shànghǎi zhōnghuá jīdūjiào xīānxiū yǎngyuàn,C_000934,Church of Christ in China,,Medical,,,中华基督教会全国总会 - CCC - Church of Christ in China.,Protestant,,,O_26,,
上海中華基督教勉勵會全國協會辦公室,TN_0022,China Christian Endeavor Union (Shanghai),上海中華基督教勉勵會全國協會辦公室,,shànghǎi zhōnghuá jīdūjiào miǎnlì huì quánguó xiéhuìbàn gōngshì,C_30004,China Christian Endeavor Union ,,Ecclesial,,,,Protestant,,,O_26,,
上海中華國內布道會辦公室,TN_0023,Chinese Home Missionary Society (Shanghai),上海中華國內布道會辦公室,,shànghǎi zhōnghuáguó nèi bùdào huìbàn gōngshì,C_000063,Chinese Home Missionary Society,,Ecclesial,,,中華國內佈道會 - CHMS - Chinese Home Missionary Society,Protestant,Interdenominational,,O_26,,
中華基督教浙滬浸禮議會辦公室 ,TN_0024,Northern Baptists Mission Office of Church of Christ in China  (Zhejiang),中華基督教浙滬浸禮議會辦公室 ,,zhōnghuá jīdūjiào zhèhùjìn lǐyì huì bàn gōngshì   ( unsure   jìnlǐyì huì ),C_000011,American Baptist Foreign Mission Society(Abfms),Office of American Baptist Foreign Mission Society; Office of American Baptist Mission,Ecclesial,,,大美國浸禮會差會 - ABFMS - American Baptist Foreign Mission Society,Protestant,Baptist,,F_73,,
浙滬浸禮議會寧波區,TN_0025,Ningbo Conference of Zhejiang-Shanghai Northern Baptist Mission,浙滬浸禮議會寧波區,Ningbo Conference of Northern Baptist Mission,zhèhùjìn lǐyì huìníngbōqū,C_000011,American Baptist Foreign Mission Society(Abfms),,Ecclesial,,,大美國浸禮會差會 - ABFMS - American Baptist Foreign Mission Society,Protestant,Baptist,,F_145,,
浙滬浸禮議會瓶墩教區,TN_0026,Pingdun Diocesan Conference of Zhejiang-Shanghai Northern Baptist Mission ,浙滬浸禮議會瓶墩教區,Pingdun Diocesan Conference of Northern Baptist Mission,zhèhùjìn lǐyì huì píng dūn jiàoqū,C_000011,American Baptist Foreign Mission Society(Abfms),,Ecclesial,,,大美國浸禮會差會 - ABFMS - American Baptist Foreign Mission Society,Protestant,Baptist,,Y_2804,,
江浙基督教鄉村服務聯合會辦公室,TN_0027,Office of Jiangsu-Zhejiang Christian Rural Service Union ,江浙基督教鄉村服務聯合會辦公室,,jiāngzhè jīdūjiào xiāngcūn fúwù liánhéhuì bàn gōngshì,,,Office of Kiang Che Christian Rural Service Union,Ecclesial,,,,Protestant,,,F_73,,
江陰中華基督教會江南大會,TN_0028,Jiangyin Church of Christ in China-Jiangnan Synod ,江陰中華基督教會江南大會,,jiāngyīn zhōnghuá jīdūjiào huì jiāngnán dàhuì,C_000934,Church of Christ in China ,Kiangyin Church of Christ in China-Kiangnan Synod (Kiangnan District),Ecclesial,,,中华基督教会全国总会 - CCC - Church of Christ in China.,Protestant,,,Y_787,,
南京衛理公會南京鎮江皖北三教區,TN_0029,"Third Diosece of Nanjing Methodist Church (Zhenjiang, North of Anhui)",南京衛理公會南京鎮江皖北三教區,,nánjīng wèilǐ gōnghuì nánjīng zhènjiāng wǎnběi sānjiào qū,C_30003,The Methodist Church ,Nanjing Methodist Church (Chinkiang North of Anhui Province Thrid Diosece),Ecclesial,,,,Protestant,Methodist,,F_267,"目前根据CHCD的资料显示，循道公会是Methodist Missionary Society。现在需要确定循理会是否就是卫理公会，翻译为Free Methodist. 因为团体名单上面把卫理公会直接翻译为the Methodist Church, 代表好几个Methodist的合并，比较笼统不确定是否能够直接用于数据库的收录",
江蘇金山衛理公會華東年議會松江教區,TN_0030,"Jinshan Methodist Church- East China Annual Conference (Songjiang Diosece, Jiangsu)",江蘇金山衛理公會華東年議會松江教區,,jiāngsū jīnshān wèilǐ gōnghuìhuádōng nián yìhuì sōngjiāng jiàoqū,C_30003,The Methodist Church ,,Ecclesial,,,,Protestant,Methodist,,Y_755,,
鎮江市基督教協會辦公室,TN_0031,Office of Zhenjiang Christian Federation,鎮江市基督教協會辦公室,,zhènjiāngshì jīdūjiào xiéhuìbàn gōngshì,,Office of Chinkiang Christian Federation,,Ecclesial,,,,Protestant,,,F_267,,
北京華北基督教聯合會總部,TN_0032,Headquarter of North China Christian Federation (Beijing),北京華北基督教聯合會總部,,běijīng huáběi jīdūjiào liánhéhuì zǒngbù,,,,Ecclesial,,,,Protestant,,,Y_2502,,
北京中華基督教會華北大會辦公室,TN_0034,Beijing Church of Christ in China-Office of North China Synod,北京中華基督教會華北大會辦公室,,běijīng zhōnghuá jīdūjiào huìhuá běidà huìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,中华基督教会全国总会 - CCC - Church of Christ in China.,Protestant,,,Y_2502,,
北京中華基督教會河北大會辦公室,TN_0035,Beijing Church of Christ in China-Office of Hebei Synod ,北京中華基督教會河北大會辦公室,,běijīng zhōnghuá jīdūjiào huì héběi dàhuìbàn gōngshì,C_000934,Church of Christ in China,Beijing Church of Christ in China-Office of Hopei Synod ,Ecclesial,,,中华基督教会全国总会 - CCC - Church of Christ in China.,Protestant,,,Y_2502,,
北京華北中華基督教公理會董事部辦公室,TN_0036,"Office of American Board of Commissioner Foreign Missions, North China Mission (Beijing)",北京華北中華基督教公理會董事部辦公室,,běijīng huáběi zhōnghuá jīdūjiào gōnglǐ huì dǒngshì bùbàn gōngshì,C_000014,American Board of Commissioners For Foreign Missions,,Ecclesial,,,公理會 - ABCFM - American Board of Commissioners For Foreign Missions,Protestant,Congregational,,Y_2502,,
北京華北衛理公會宗教教育辦公室,TN_0037,Religious Education Office of Northern China Methodist Church (Beijing),北京華北衛理公會宗教教育辦公室,,běijīng huáběiwèilǐ gōnghuì zōngjiào jiàoyù bàn gōngshì,,,,Ecclesial,,,,Protestant,Methodist,,Y_2502,,
蘇皖基督教鄉村服務協會辦公室,TN_0038,Office of Jiangsu-Anhwei Christian Rural Service Union,蘇皖基督教鄉村服務協會辦公室,,sūwǎn jīdūjiào xiāngcūn fúwù xiéhuìbàn gōngshì,,,Office of Kiangsu Anhwei Christian Rural Service Union,Ecclesial,,,,Protestant,,,F_35,,
福州中華基督教衛理公會福州年議會宗教教育辦公室,TN_0039,The Methodist Church Fuzhou Annual Conference of Religious Education Office,福州中華基督教衛理公會福州年議會宗教教育辦公室,,fúzhōu zhōnghuá jīdūjiào wèilǐ gōnghuì fúzhōu niányì huì zōngjiào jiàoyù bàn gōngshì,C_30003,The Methodist Church ,,Ecclesial,,,,Protestant,Methodist,,Y_1955,,
福州中華基督教衛理公會華南區教育委員會辦公室,TN_0040,The Methodist Church Education Committee of Northern China Religious Education Office ,福州中華基督教衛理公會華南區教育委員會辦公室,,fúzhōu zhōnghuá jīdūjiào wèilǐ gōnghuìhuánánqū jiàoyù wěiyuánhuì bàn gōngshì,C_30003,The Methodist Church ,,Ecclesial,,,,Protestant,Methodist,,Y_1955,,
廈門中華基督教會閩南大會辦公室,TN_0041,Xiamen Church of Christ in China- Office of South Fujian Synod,廈門中華基督教會閩南大會辦公室,,xiàmén zhōnghuá jīdūjiào huì mǐn nándàhuì bàn gōngshì,C_000934,Church of Christ in China,Amoy Church of Christ in China- Office of South Fukien Synod,Ecclesial,,,,Protestant,,,Y_2014,,
福建莆田中華基督教衛理公會中央議會辦公室,TN_0042,"Office of the China Central Conference of the Methodist Church (Fujian, Putian) ",福建莆田中華基督教衛理公會中央議會辦公室,,fújiàn pútián zhōnghuá jīdūjiào wèilǐ gōnghuì zhōngyāng yìhuìbàn gōngshì,C_30003,The Methodist Church ,"Office of the China Central Conference of the Methodist Church (Fukien, Putien) ",Ecclesial,,,,Protestant,Methodist,,F_153,,
福建衛理公會延平年議會奮進運動辦公室,TN_0043,Office of Fujian Methodist Forward Evangelistic Movement ,福建衛理公會延平年議會奮進運動辦公室,,fújiàn wèilǐ gōnghuì yánpíng niányì huìfèn jìnyùndòng bàn gōngshì,C_30003,The Methodist Church ,Office of Fukien Methodist Forward Evangelistic Movement ,Ecclesial,,,,Protestant,,,Y_1983,,
廣州廣東基督教協進會辦公室,TN_0044,Office of Guangdong Christian Council (Guangzhou),廣州廣東基督教協進會辦公室,,guǎngzhōu guǎngdōng jīdūjiào xiéjìnhuì bàn gōngshì,C_000894,National Christian Council of China,Office of Canton Christian Council (Kwangtung),Ecclesial,,,,Protestant,,,Y_2048,,
廣州中華基督教循道公會華南教區辦公室,TN_0045,Guangzhou Methodist Missionary Society- Office of South China Diocese ,廣州中華基督教循道公會華南教區辦公室,,guǎngzhōu zhōnghuá jīdūjiào xúndào gōnghuìhuánán jiàoqū bàn gōngshì,,,Canton Chinese Methodist Church- Office of South China District ,Ecclesial,,,,Protestant,Methodist,,Y_2048,,
廣州中華聖公會華南教區辦公室,TN_0046,Chinese Branch of the Anglican Communion- Office of South China District (Guangzhou),廣州中華聖公會華南教區辦公室,,guǎngzhōu zhōnghuáshèng gōnghuìhuánán jiàoqū bàn gōngshì,C_000880,Chinese Branch of the Anglican Communion; Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Anglican Communion in China-Office of South China District (Guangzhou); Anglican Communion in China-Office of South China District (Canton),Ecclesial,,,,Protestant,Anglican,,Y_2048,,
廣東中華信義會粵贛總會辦公室,TN_0047,Guangdong Lutheran Church of China: Office of Guangdong-Jiangxi Synod ,廣東中華信義會粵贛總會辦公室,,guǎngdōng zhōnghuáxìn yìhuìyuègàn zǒnghuìbàn gōngshì,C_001136,The Lutheran Mission of Kwangtung,Kwangtung Lutheran Church of China- Office of Yue-gan Central Conference ,Ecclesial,,,中华信义会粤赣总会 - LMK - The Lutheran Mission of Kwangtung,Protestant,Lutheran,,Y_2048,,
汕頭中華基督教會嶺東大會總部,TN_0048,Shantou Church of Christ in China- Headquarter of East Guangdong Synod ,汕頭中華基督教會嶺東大會總部,,shàntóu zhōnghuá jīdūjiào huìlǐng dōngdàhuì zǒngbù,C_000934,Church of Christ in China,Swatow Church of Christ in China- Headquarter of East Kwangtung Synod ,Ecclesial,,,,Protestant,,,F_170,,
汕頭青年會,TN_0049,Shantou Young Man's Christian Association ,汕頭青年會,,shàntóu qīngnián huì,C_000289,YMCA,Swatow Young Man's Christian Association,Ecclesial,,,,Protestant,,,F_170,,
衛理公會江西年會南贛教區辦公室,TN_0050,The Methodist Church-Office of Jiangxi Annual Conference (South Jiangxi Diocese) ,衛理公會江西年會南贛教區辦公室,,wèilǐ gōnghuì jiāngxī niánhuì nángàn jiàoqū bàn gōngshì,C_30003,The Methodist Church ,The Methodist Church-Office of Kiangsi Annual Conference (South Kiangsi Diocese) ,Ecclesial,,,,Protestant,,,Y_870,,
蕪湖市基督教協進會辦公室,TN_0051,Wuhu Christian Council Office,蕪湖市基督教協進會辦公室,,wú húshì jīdūjiào xiéjìnhuì bàn gōngshì,C_000894,National Christian Council of China,,Ecclesial,,,中华全国基督教协进会 - NCC - National Christian Council of China,Protestant,,,Y_73,,
蕪湖衛理公會皖蕪教區辦公室,TN_0052,Diocesan Office of Wuhu Methodist Church ,蕪湖衛理公會皖蕪教區辦公室,,wú húwèilǐ gōnghuì wǎn wú jiàoqū bàn gōngshì,C_30003,The Methodist Church ,,Ecclesial,,,,Protestant,Methodist,,Y_73,,
皖北田家庵中華基督教會江安大會辦公室,TN_0053,Tianjia'an Church of Christ in China-Office of Jiangnan Synod (Nothern Anhui),皖北田家庵中華基督教會江安大會辦公室,,wǎnběi tiánjiā ān zhōnghuá jīdūjiào huì jiāngān dàhuìbàn gōngshì,C_000934,Church of Christ in China,Tianjia'an Church of Christ in China-Office of Kiangan Synod (Nothern Anhui),Ecclesial,,,中华基督教会全国总会 - CCC - Church of Christ in China.,Protestant,,,Y_43,,
徐州中華基督教會江淮大會辦公室,TN_0054,Xuzhou Church of Christ in China: Office of Jiang-Huai Synod ,徐州中華基督教會江淮大會辦公室,,xúzhōu zhōnghuá jīdūjiào huì jiānghuái dàhuìbàn gōngshì,C_000934,Church of Christ in China,Hsuchow Church of Christ in China- Office of Kiang-huai Synod ,Ecclesial,,,中华基督教会全国总会 - CCC - Church of Christ in China.,Protestant,,,Y_801,,
信陽中華信義會豫鄂總會辦公室,TN_0055,Sinyang Lutheran Church of China: Office of Henan-Hubei Synod ,信陽中華信義會豫鄂總會辦公室,,xìnyáng zhōnghuá xìnyìhuì yùè zǒnghuìbàn gōngshì,C_000163,Lutheran United Mission,Sinyang Lutheran Church of China- Office of Honan-Hupeh Synod ,Ecclesial,,,,Protestant,Lutheran,,F_225,,
江西基督教農村服務聯會辦公室,TN_0056,Office of Jiangxi Christian Rural Service Union ,江西基督教農村服務聯會辦公室,,jiāngxī jīdūjiào nóngcūn fúwùliánhuì bàn gōngshì,,,Office of Kiangsi Christian Rural Service Union ,Ecclesial,,,,Protestant,,,Y_828,,
南昌市基督教協進會辦公室,TN_0057,Office of Nanchang Christian Council,南昌市基督教協進會辦公室,,nánchāngshì jīdūjiào xiéjìnhuì bàn gōngshì,C_000894,National Christian Council of China,,Ecclesial,,,,Protestant,,,F_137,,
江西基督教衛理公會辦公室,TN_0058,Office of Jiangxi Methodist Church ,江西基督教衛理公會辦公室,,jiāngxī jīdūjiào wèilǐ gōnghuìbàn gōngshì,C_30003,The Methodist Church ,Office of Kiangsi Methodist Church ,Ecclesial,,,,Protestant,Methodist,,F_137,,
九江中華基督教衛理公會江西年議會贛北教區辦公室,TN_0059,The Methodist Church- Office of Jiangxi Annual Conference (North Jiangxi Diocese) ,九江中華基督教衛理公會江西年議會贛北教區辦公室,,jiǔjiāng zhōnghuá jīdūjiào wèilǐ gōnghuì jiāngxī niányìhuì gànběi jiàoqū bàn gōngshì,C_30003,The Methodist Church ,Kiukiang Methodist Missionary Society- Office of Kiangsi Annual Conference (North Kiangsi Diocese) ,Ecclesial,,,,Protestant,Methodist,,F_308,,
江西鄱陽基督教協進辦公室,TN_0060,Office of Poyang Christian Council (Jiangxi),江西鄱陽基督教協進辦公室,,jiāngxī póyáng jīdūjiào xiéjìn bàn gōngshì,C_000894,National Christian Council of China,Office of Poyang Christian Council (Kiangsi),Ecclesial,,,,Protestant,,,Y_915,,
江西鄱陽基督教協進會改進組辦公室,TN_0061,Improvement Office of Poyang Christian Council (Jiangxi),江西鄱陽基督教協進會改進組辦公室,,jiāngxī póyáng jīdūjiào xiéjìnhuì gǎijìn zǔbàn gōngshì,C_000894,National Christian Council of China,Improvement Office of Poyang Christian Council (Kiangsi),Ecclesial,,,,Protestant,,,Y_915,,
漢口循道公會湖北教區辦公室,TN_0062,Hankou Methodist Missionary Society- Office of Hubei Diocese ,漢口循道公會湖北教區辦公室,,hànkǒu xúndào gōnghuì húběi jiàoqū bàn gōngshì,C_000883,Methodist Missionary Society,,Ecclesial,,,,Protestant,Methodist,,Y_136,,
武昌中華循道公會武昌聯區辦公室,TN_0063,Liao District Office of Methodist Missionary Soceity in China (Wuchang) ,武昌中華循道公會武昌聯區辦公室,,wǔchāng zhōnghuáxún dào gōnghuì wǔchāng liánqū bàn gōngshì ( unsure   zhōnghuáxún dào gōnghuì ),C_000883,Methodist Missionary Society,,Ecclesial,,,,Protestant,Methodist,,Y_141,,
長沙循道公會湖南教區辦公室,TN_0064,Hunan Dioscean Office of Changsha Methodist Missionary Society ,長沙循道公會湖南教區辦公室,,cháng shāxúndào gōnghuì húnán jiàoqū bàn gōngshì,C_000883,Methodist Missionary Society,,Ecclesial,,,,Protestant,,,Y_630,,
長沙基督教團體聯合會辦公室 ,TN_0065,Inter-Church Committee Office of Changsha Christianity ,長沙基督教團體聯合會辦公室 ,,cháng shā jīdūjiào tuántǐ liánhéhuì bàn gōngshì  ,,,,Ecclesial,,,,Protestant,,,Y_630,,
長沙基督化家庭實驗所辦公室,TN_0066,Experimentation Office of Changsha Christianizing the Home Committee ,長沙基督化家庭實驗所辦公室,,cháng shā jīdū huà jiātíng shíyàn suǒbàn gōngshì,,,,Ecclesial,,,,Protestant,,,Y_630,,
湘潭基督教聯合會辦公室,TN_0067,Office of Xiangtan Christian Federation ,湘潭基督教聯合會辦公室,,xiāngtán jīdūjiào liánhéhuì bàn gōngshì,,,Office of Hsiangtan Christian Federation ,Ecclesial,,,,Protestant,,,Y_598,,
河北固安縣衛理公會華北區固安牧區,TN_0068,Gu'an County Methodist Church in Gu'an Synod (Hebei) ,河北固安縣衛理公會華北區固安牧區,,héběi gùān xiànwèilǐ gōnghuìhuáběiqū gùān mùqū,C_30003,The Methodist Church ,,Ecclesial,,,,Protestant,Methodist,,Y_360,,
重慶衛理公會福幼村辦公室,TN_0069,Fuyou Village Office of Chongqing Methodist Church ,重慶衛理公會福幼村辦公室,,zhòngqìngwèilǐ gōnghuì fúyòucūn bàn gōngshì,C_30003,The Methodist Church ,,Ecclesial,,,,Protestant,Methodist,,Y_2551,,
重慶衛理公會婦女部辦公室,TN_0070,Women's Department Office of Chongqing Methodist Church,重慶衛理公會婦女部辦公室,,zhòngqìngwèilǐ gōnghuìfù nǚbùbàn gōngshì,C_30003,The Methodist Church ,,Ecclesial,,,,Protestant,Methodist,,Y_2551,,
湘潭基督教聯合會辦公室,TN_0071,Office of Xiangtan Christian Federation,湘潭基督教聯合會辦公室,,xiāngtán jīdūjiào liánhéhuì bàn gōngshì,,,Office of Hsiangtan Christian Federation,Ecclesial,,,,Protestant,,,Y_598,,
重慶中華基督教衛理公會華西區辦公室,TN_0072,West China Episcopal Area Office of Chongqing Methodist Church ,重慶中華基督教衛理公會華西區辦公室,,chóngqìng zhōnghuá jīdūjiào wèilǐ gōnghuìhuáxīqū bàn gōngshì,C_30003,The Methodist Church ,,Ecclesial,,,,Protestant,Methodist,,Y_2551,,
重慶衛理公會重慶教區辦公室,TN_0073,Chongqing Diocesan Office of the Methodist Church ,重慶衛理公會重慶教區辦公室,,zhòngqìngwèilǐ gōnghuì chóngqìng jiàoqū bàn gōngshì,C_30003,The Methodist Church ,Chungking Diocesan Office of Methodist Mission ,Ecclesial,,,,Protestant,Methodist,,Y_2551,,
成都華西浸禮議會辦公室,TN_0074,Conference Office of West China Northern Baptists (Chengdu),成都華西浸禮議會辦公室,,chéngdū huáxī jìnlǐyì huì bàn gōngshì,C_000011,American Baptist Foreign Mission Society,,Ecclesial,,,,Protestant,Baptist,,Y_1212,,
成都中華基督教會四川大會辦公室,TN_0075,Chengdu Church of Christ in China- Office of Sichuan Synod,成都中華基督教會四川大會辦公室,,chéngdū zhōnghuá jīdūjiào huì sìchuān dàhuìbàn gōngshì,C_000934,Church of Christ in China,Chengdu Church of Christ in China- Office of Szechuan Synod,Ecclesial,,,,Protestant,,,Y_1195,,
成都中華基督教會全國總會邊疆服務部辦公室,TN_0076,Office of Chengdu Church of Christ in China Border Service Department,成都中華基督教會全國總會邊疆服務部辦公室,,chéngdū zhōnghuá jīdūjiào huì quánguó zǒnghuì biānjiāng fúwùbù bàn gōngshì,C_000061,Chinese Border Mission,,Ecclesial,,,,Protestant,,,Y_1195,,
西安市基督教聯合會辦公室,TN_0077,Office of Xian Christian Council,西安市基督教聯合會辦公室,,xīānshì jīdūjiào liánhéhuì bàn gōngshì,C_000894,National Christian Council of China,Office of Sian Christian Council,Ecclesial,,,,Protestant,,,Y_1559,,
陜西中華基督教會陜西大會辦公室,TN_0078,Shaanxi Church of Christ in China- Office of Shaanxi Synod,陜西中華基督教會陜西大會辦公室,,xiá xīzhōnghuá jīdūjiào huì xiá xīdàhuì bàn gōngshì,C_000934,Church of Christ in China,Shensi Church of Christ in China- Office of Shensi Synod,Ecclesial,,,,Protestant,,,Y_1559,,
梧州基督教聯合會辦公室,TN_0079,Office of Wuzhou Christian Association ,梧州基督教聯合會辦公室,,wúzhōu jīdūjiào liánhéhuì bàn gōngshì,,,Office of Wuchow Christian Association ,Ecclesial,,,,Protestant,,,Y_2652,,
沈陽中華基督教會東北大會辦公室,TN_0080,Shenyang Church of Christ in China-Office of Northeast Synod,沈陽中華基督教會東北大會辦公室,,shěnyáng zhōnghuá jīdūjiào huìdōng běidà huìbàn gōngshì,C_000934,Church of Christ in China,Moukden Church of Christ in China-Office of Northeast Synod,Ecclesial,,,,Protestant,,,Y_991,,
