INST_TEMP_ID,temp_id,WESTERN_NAME,CHINESE_NAME_HANZI,Shortened Chinese Name,Chinese_name_rom,Parent Org ID,Parent Org Name,CHINESE_ALT_NAME_HANZI,CATEGORY,SUBCATEGORY,GENDER_SERVED,AFFILIATION,CHRISTIAN TRADITION,Religious Family,RECORDED PLACE,GEOCODE,NOTES,SOURCE
蕪湖中華基督會辦公室,TN_0131,Office of Wuhu Disciples of Christ ,蕪湖中華基督會辦公室,,wú húzhōng huá jīdū huìbàn gōngshì,C_000372,Disciples of Christ ,,Ecclesial,,,,Protestant,Restorationist,,Y_69,,
湘潭中華聖公會辦公室,TN_0132,Office of Xiangtan Chinese Branch of the Anglican Communion,湘潭中華聖公會辦公室,,xiāngtán zhōnghuáshèng gōnghuìbàn gōngshì,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Office of Siangtan Chinese Branch of the Anglican Communion; Office of Siangtan Anglican Communion in China; Office of Xiangtan Anglican Communion in China,Ecclesial,,,,Protestant,Anglican,,Y_597,,
西安市中華聖公會辦公室,TN_0133,Office of Xian Chinese Branch of the Anglican Communion,西安市中華聖公會辦公室,,xīānshì zhōnghuáshèng gōnghuìbàn gōngshì,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Office of Sian Chinese Branch of the Anglican Communion; Office of Sian Anglican Communion in China; Office of Xian Anglican Communion in China,Ecclesial,,,,Protestant,Anglican,,Y_1553,,
北京區公理會辦公室,TN_0134,Office of American Board Mission (Beijing District),北京區公理會辦公室,,běijīng qū gōnglǐ huìbàn gōngshì,C_000014,American Board of Commissioners For Foreign Missions,,Ecclesial,,,,Protestant,Congregational,,Y_2513,,
上海中華信義會辦公室,TN_0135,Office of Shanghai Lutheran Church of China,上海中華信義會辦公室,,shànghǎi zhōnghuá xìnyìhuì bàn gōngshì,C_000018,United Lutheran Church in America,,Ecclesial,,,,Protestant,Lutheran,,Y_1503,,
南京中華信義會辦公室,TN_0136,Office of Nanjing Lutheran Church of China,南京中華信義會辦公室,,nánjīng zhōnghuá xìnyìhuì bàn gōngshì,C_000018,United Lutheran Church in America,,Ecclesial,,,,Protestant,Lutheran,,Y_747,,
廣東始興中華信義會粵贛總會辦公室,TN_0137,Shixing Lutheran Church of China- Office of Kwantung-Kiangsi Synod (Guangdong) ,廣東始興中華信義會粵贛總會辦公室,,guǎngdōngshǐ xīngzhōnghuá xìnyìhuì yuègàn zǒnghuìbàn gōngshì,,,,Ecclesial,,,,Protestant,Lutheran,,Y_2111,,
廣東中華信義會辦公室,TN_0138,Guangdong Office of Lutheran Church of China ,廣東中華信義會辦公室,,guǎngdōng zhōnghuá xìnyìhuì bàn gōngshì,,,,Ecclesial,,,,Protestant,Lutheran,,Y_2044,,
廣州下芳村信義會辦公室,TN_0139,Office of Xiafang Village Lutheran Church (Guangzhou) ,廣州下芳村信義會辦公室,,guǎngzhōu xià fāngcūn xìnyìhuì bàn gōngshì,,,Office of Ha Fong Tsuen Lutheran Church (Guangzhou) ,Ecclesial,,,,Protestant,Lutheran,,Y_2039,,
廣東從化大塘尾中華信義會福音堂,TN_0140,Datangwei Lutheran Church of China (Guangdong),廣東從化大塘尾中華信義會福音堂,,guǎngdōng cónghuà dàtáng wěizhōnghuá xìnyìhuì fúyīn táng,,,,Ecclesial,,,,Protestant,Lutheran,,Y_2040,,
廣州順德樂從信義禮拜堂,TN_0141,Shunde Lecong Lutheran Church (Guangzhou),廣州順德樂從信義禮拜堂,,guǎngzhōu shùndélè cóng xìnyìlǐ bàitáng,,,,Ecclesial,,,,Protestant,Lutheran,,Y_2149,,
廣州中華信義會海珠區會辦公室,TN_0142,Haizhu District Office of Lutheran Church of China  (Guangzhou),廣州中華信義會海珠區會辦公室,,guǎngzhōu zhōnghuá xìnyìhuì hǎizhū qūhuìbàn gōngshì,C_000018,United Lutheran Church in America,,Ecclesial,,,,Protestant,Lutheran,,Y_2041,,
番禺黃暹堡鄉漁沙坦村中華信義會福音堂辦公室,TN_0143,Lutheran Church of China- Office of Yushatan Village (Panyu District) ,番禺黃暹堡鄉漁沙坦村中華信義會福音堂辦公室,,pānyú huáng xiānbǎo xiāng yú shātǎn cūnzhōnghuá xìnyìhuì fúyīn tángbàn gōngshì,C_000018,United Lutheran Church in America,,Ecclesial,,,,Protestant,Lutheran,,Y_2046,,
番禺太和市中華信義會福音堂,TN_0144,Taihe Lutheran Church of China Church (Panyu District),番禺太和市中華信義會福音堂,,pānyú tàihé shìzhōnghuá xìnyìhuì fúyīn táng,C_000018,United Lutheran Church in America,,Ecclesial,,,,Protestant,Lutheran,,Y_2046,,
廣東增城均和市中華信義會福音堂,TN_0145,Junhe Lutheran Church of China (Guangdong) ,廣東增城均和市中華信義會福音堂,,guǎngdōng zēngchéng jūn hé shì zhōnghuá xìnyìhuì fúyīn táng,C_000018,United Lutheran Church in America,United Lutheran Church in America,Ecclesial,,,,Protestant,Lutheran,,Y_2049,,
河南信陽五里鎮信義會辦公室,TN_0146,Office of Sinyang Wuli Town Lutheran United Mission (Henan),河南信陽五里鎮信義會辦公室,,hénán xìnyáng wǔlǐ zhènxìn yìhuìbàn gōngshì,C_000018,United Lutheran Church in America,"Office of Lutheran United Mission, Sinyang, Honan",Ecclesial,,,,Protestant,Lutheran,,Y_2438,,
河南明港信義會辦公室,TN_0147,Office of Minggang Lutheran Church (Henan),河南明港信義會辦公室,,hénán mínggǎng xìnyìhuì bàn gōngshì,C_000018,United Lutheran Church in America,,Ecclesial,,,,Protestant,Lutheran,,Y_2438,,
洛陽市信義會辦公室,TN_0148,Office of Luoyang City Lutheran Church,洛陽市信義會辦公室,,luòyángshì xìnyìhuì bàn gōngshì,C_000018,United Lutheran Church in America,Office of Loyang City Lutheran Church,Ecclesial,,,,Protestant,Lutheran,,Y_2378,,
洛陽信義會福音堂,TN_0149,Luoyang Lutheran Church ,洛陽信義會福音堂,,luòyáng xìnyìhuì fúyīn táng,,,Loyang Lutheran Church ,Ecclesial,Church,,,Protestant,Lutheran,,Y_2378,,
上海中華聖潔會辦公室 ,TN_0150,Office of Holiness Movement Church in China (Shanghai) ,上海中華聖潔會辦公室 ,,shànghǎi zhōnghuáshèngjiéhuì bàn gōngshì ,C_000050,Canadian Holiness Movement Mission,,Ecclesial,,,,Protestant,Holiness,,Y_1498,,
信陽信義會辦公室,TN_0151,Office of Xinyang Lutheran Church  ,信陽信義會辦公室,,xìnyáng xìnyìhuì bàn gōngshì,C_000018,United Lutheran Church in America,,Ecclesial,,,,Protestant,Lutheran,,F_225,,
河南遂平信義會辦公室,TN_0152,Office of Suiping Lutheran Church (Henan),河南遂平信義會辦公室,,hénán suìpíng xìnyìhuì bàn gōngshì,C_000018,United Lutheran Church in America,,Ecclesial,,,,Protestant,Lutheran,,Y_2470,,
湖南中華信義會湘北總會辦公室,TN_0153, Lutheran Church of China- Office of North Hunan Synod ,湖南中華信義會湘北總會辦公室,,húnán zhōnghuá xìnyìhuì xiāngběi zǒnghuìbàn gōngshì,C_000018,United Lutheran Church in America,,Ecclesial,,,,Protestant,Lutheran,,Y_630,,
長沙中華信義會湘中總會辦公室,TN_0154,Changsha Lutheran Church of China- Office of Central Hunan Synod,長沙中華信義會湘中總會辦公室,,cháng shāzhōnghuá xìnyìhuì xiāngzhōng zǒnghuìbàn gōngshì,C_000018,Norwegian Missionary Society; Det Norske Misjonsselskap,,Ecclesial,,,,Protestant,Lutheran,,Y_630,,
湘中信義會長沙區會辦公室,TN_0156,Changsha District Office of Norwegian Missionary Society (Central Hunan),湘中信義會長沙區會辦公室,,xiāng zhōngxìn yìhuìcháng shāqū huì bàn gōngshì,C_000196,Norwegian Missionary Society; Det Norske Misjonsselskap,,Ecclesial,,,,Protestant,Lutheran,,Y_630,,
湖南津市中華信義會湘西總會辦公室,TN_0157,Jinshi Lutheran Church of China-Office of West Hunan Synod,湖南津市中華信義會湘西總會辦公室,,húnán jīnshì zhōnghuá xìnyìhuì xiāngxī zǒnghuìbàn gōngshì,C_000018,United Lutheran Church in America,Tsingshin Lutheran Church of China-Office of West Hunan Synod,Ecclesial,,,,Protestant,Lutheran,,Y_548,,
上海中華基督教會上海區會重正堂,TN_0158,Chongzheng Church-Shanghai Church of Christ in China,上海中華基督教會上海區會重正堂,,shànghǎi zhōnghuá jīdūjiào huì shànghǎi qūhuìzhòng zhèngtáng,C_000934,Church of Christ in China ,,Ecclesial,,,,Protestant,,,Y_1503,,
上海嶺東旅滬中華基督教會辦公室,TN_0159,Office of Lingdong Lvhu Church-Shanghai Church of Christ in China,上海嶺東旅滬中華基督教會辦公室,,shànghǎi lǐngdōng lǚhùzhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China ,Office of Lingtong Lvhu Church-Shanghai Church of Christ in China,Ecclesial,,,,Protestant,,,Y_1503,,
上海中華基督教會鴻靈堂,TN_0160,Hongling Church-Shanghai Church of Christ in China,上海中華基督教會鴻靈堂,,shànghǎi zhōnghuá jīdūjiào huìhónglíngtáng,C_000934,Church of Christ in China ,,Ecclesial,Church,,,Protestant,,,Y_1502,,
上海中華基督教會富吉堂,TN_0161,Fuji Church-Shanghai Church of Christ in China,上海中華基督教會富吉堂,,shànghǎi zhōnghuá jīdūjiào huìfù jítáng,C_000934,Church of Christ in China ,,Ecclesial,Church,,,Protestant,,,Y_1502,,
上海中華基督教會天樂堂,TN_0162,Tianle Church-Shanghai Church of Christ in China,上海中華基督教會天樂堂,,shànghǎi zhōnghuá jīdūjiào huì tiānlètáng,C_000934,Church of Christ in China,,Ecclesial,Church,,,Protestant,,,Y_1502,,
上海中華基督教會申禾區辦公室,TN_0163,Shanghai Church of Christ in China- Office of Shenhe District,上海中華基督教會申禾區辦公室,,shànghǎi zhōnghuá jīdūjiào huì shēnhéqū bàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1498,,
上海中華基督教會主恩堂,TN_0164,Zhuen Church-Shanghai Church of Christ in China,上海中華基督教會主恩堂,,shànghǎi zhōnghuá jīdūjiào huìzhǔēntáng,C_000934,Church of Christ in China,Lord's Grace Church-Shanghai Church of Christ in China,Ecclesial,Church,,,Protestant,,,Y_1510,,
浦東中華基督教會大團福音堂,TN_0165,Datuan Church-Pudong Church of Christ in China ,浦東中華基督教會大團福音堂,,pǔdōng zhōnghuá jīdūjiào huìdàtuán fúyīn táng,C_000934,Church of Christ in China,,Ecclesial,Church,,,Protestant,,,Y_1508,,
上海嶺東中華基督教會辦公室,TN_0166,Office of Lingdong Church of Christ in China (Shanghai) ,上海嶺東中華基督教會辦公室,,shànghǎi lǐngdōng zhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China,Office of Lingtong Church of Christ in China (Shanghai) ,Ecclesial,,,,Protestant,,,Y_1502,,
江陰中華基督教會璜塘堂會,TN_0167,Jiangyin Church of Christ in China- Huangtang Church,江陰中華基督教會璜塘堂會,,jiāngyīn zhōnghuá jīdūjiào huìhuáng tángtáng huì,C_000934,Church of Christ in China,Kiangyin Church of Christ in China- Huangtang Church,Ecclesial,,,,Protestant,,,Y_787,,
吳江中華基督教會吳江四維堂,TN_0168,Wujiang Church of Christ in China- Siwei Church ,吳江中華基督教會吳江四維堂,,wú jiāngzhōng huá jīdūjiào huì wújiāng sìwéitáng,C_000934,Church of Christ in China,,Ecclesial,Church,,,Protestant,,,Y_775,,
南通基督教堂,TN_0169,Nantong Jidu Church ,南通基督教堂,,nántōng jīdūjiàotáng,,,,Ecclesial,Church,,,Protestant,,,F_142,,
江蘇湯泉中華基督會辦公室,TN_0170,Office of Tangquan Disciples of Christ in China (Jiangsu),江蘇湯泉中華基督會辦公室,,jiāngsū tāngquán zhōnghuá jīdū huìbàn gōngshì,C_000372,Disciples of Christ ,,Ecclesial,,,,Protestant,Restorationist,,Y_752,,
武進雪堰區黃墊鄉基督教福音堂,TN_0171,Huangdian Jidujiao Church (Wujin),武進雪堰區黃墊鄉基督教福音堂,,wǔjìn xuěyànqū huáng diàn xiāng jīdūjiào fúyīn táng,,,,Ecclesial,Church,,,Protestant,,,Y_730,,
杭州中華基督教會杭州區會辦公室,TN_0172,Hangzhou District Council Office of Church of Christ in China ,杭州中華基督教會杭州區會辦公室,,hángzhōu zhōnghuá jīdūjiào huì hángzhōu qūhuìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_2796,,
浙江余姚長河市中華基督教會辦公室,TN_0173,Office of Changhe City Church of Christ in China (Zhejiang),浙江余姚長河市中華基督教會辦公室,,zhèjiāng yúyáo cháng héshì zhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_2843,,
武昌中華聖公會救主堂,TN_0174,Wuchang Chinese Branch of the Anglican Communion-Jiuzhu Church ,武昌中華聖公會救主堂,,wǔchāng zhōnghuáshèng gōnghuì jiùzhǔ táng,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Wuchang Chinese Branch of the Anglican Communion-Church of Our Saviour,Ecclesial,Church,,,Protestant,Anglican,,Y_141,,
福州中華基督教會閩中協會辦公室,TN_0175,Office of Church of Christ in China- Office of Middle Fujian Synod (Fuzhou) ,福州中華基督教會閩中協會辦公室,,fúzhōu zhōnghuá jīdūjiào huì mǐn zhōng xiéhuìbàn gōngshì,C_000934,Church of Christ in China,Office of Church of Christ in China- Office of Mid-Fukian Synod (Fuchow),Ecclesial,,,,Protestant,,,Y_1966,,
福建洋口中華基督教會閩北大會辦公室,TN_0176,Yangkou Church of Christ in China-Office of North Fujian Synod,福建洋口中華基督教會閩北大會辦公室,,fújiàn yáng kǒuzhōng huá jīdūjiào huì mǐn běidà huìbàn gōngshì,C_000934,Church of Christ in China,Yangkou Church of Christ in China-Office of North Fukian Synod,Ecclesial,,,,Protestant,,,Y_1980,,
廣州中華基督教會七株榕堂,TN_0177,Guangzhou Church of Christ in China-Qizhurong Church,廣州中華基督教會七株榕堂,,guǎngzhōu zhōnghuá jīdūjiào huì qīzhū róngtáng,C_000934,Church of Christ in China,,Ecclesial,Church,,,Protestant,,,Y_2048,,
廣州中華基督教會光東堂,TN_0178,Guangzhou Church of Christ in China-Guangdong Church ,廣州中華基督教會光東堂,,guǎngzhōu zhōnghuá jīdūjiào huìguāng dōngtáng,C_000934,Church of Christ in China,,Ecclesial,Church,,,Protestant,,,Y_2048,,
廣州中華基督教會仁濟堂,TN_0179,Guangzhou Church of Christ in China-Renji Church,廣州中華基督教會仁濟堂,,guǎngzhōu zhōnghuá jīdūjiào huìrénjìtáng,C_000934,Church of Christ in China,,Ecclesial,Church,,,Protestant,,,Y_2048,,
蕪湖基督會辦公室,TN_0180,Office of Wuhu Disciples of Christ ,蕪湖基督會辦公室,,wúhú jīdū huìbàn gōngshì,C_000372,Disciples of Christ,,Ecclesial,,,,Protestant,Restorationist,,Y_73,,
安徽全椒大馬廠基督教堂,TN_0181,Quanjiao Damachang Jidu Church (Anhui),安徽全椒大馬廠基督教堂,,ānhuī quánjiāo dàmǎchǎng jīdūjiàotáng,,,Quanjiao Damachang Christ Church (Anhui),Ecclesial,,,,Protestant,,,Y_18,,
安徽滁縣基督會鄉村教會,TN_0182,Chu County Disciples of Christ Rural Church (Anhui),安徽滁縣基督會鄉村教會,,ānhuī chúxiàn jīdū huìxiāng cūnjiàohuì,C_000372,Disciples of Christ,,Ecclesial,,,,Protestant,Restorationist,,Y_15,,
安徽滁屬教區管店基督會辦公室,TN_0183,Office of the Guan'dian Disciples of Christ in the Chuzhou Diocese (Anhui),安徽滁屬教區管店基督會辦公室,,ānhuī chúshǔ jiàoqū guǎndiàn jīdū huìbàn gōngshì,C_000372,Disciples of Christ,,Ecclesial,,,,Protestant,Restorationist,,Y_16,,
安徽全椒基督教會辦公室,TN_0184,Office of Quanjiao Christian Church (Anhui),安徽全椒基督教會辦公室,,ānhuī quánjiāo jīdūjiào huìbàn gōngshì,C_000084,Churches of Christ ,,Ecclesial,,,,Protestant,Restorationist,,Y_18,,
徐州中華基督教會徐州區會辦公室,TN_0185,District Office of Xuzhou Church of Christ in China,徐州中華基督教會徐州區會辦公室,,xúzhōu zhōnghuá jīdūjiào huì xúzhōu qūhuìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,F_230,,
徐州敬安鎮中華基督教會辦公室,TN_0186,Office of Jing'an Town Church of Christ in China (Xuzhou),徐州敬安鎮中華基督教會辦公室,,xúzhōu jìngānzhèn zhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_795,,
徐北中華基督教會徐州區會黃集堂會,TN_0187,Xubei Church of Christ in China-Xuzhou District Huangji Church,徐北中華基督教會徐州區會黃集堂會,,xúběi zhōnghuá jīdūjiào huì xúzhōu qūhuì huáng jítáng huì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_799,,
江西牯嶺中華基督教會辦公室,TN_0188,Office of Guling Church of Christ in China (Jiangxi),江西牯嶺中華基督教會辦公室,,jiāngxī gǔlǐng zhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_904,,
開封中華基督教會辦公室,TN_0189,Office of Kaifeng Church of Christ in China ,開封中華基督教會辦公室,,kāifēng zhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_2364,,
河南長葛官亭寨基督教會辦公室,TN_0190,Office of Guantingzhai Churches of Christ (Henan) ,河南長葛官亭寨基督教會辦公室,,hénán cháng gěguān tíng zhài jīdūjiào huìbàn gōngshì,C_000084,Churches of Christ ,,Ecclesial,,,,Protestant,Restorationist,,Y_2432,,
山東益都中華基督教會辦公室,TN_0191,Office of Yidu Church of Christ in China (Shandong),山東益都中華基督教會辦公室,,shāndōng yìdū zhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China,山東益都基督教會辦公室,Ecclesial,,,,Protestant,,,Y_1456,,
天津董家莊中華基督教會辦公室,TN_0193,Office of Dongjiazhuang Church of Christ in China (Tianjin),天津董家莊中華基督教會辦公室,,tiānjīn dǒngjiā zhuāngzhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1827,,
江西吉安基督教會,TN_0194,Ji'an Church of Christ (Jiangxi),江西吉安基督教會,,jiāngxī jíān jīdūjiào huì,C_000084,Churches of Christ ,,Ecclesial,,,,Protestant,Restorationist,,Y_853,,
漢口中華基督教會,TN_0195,Hankou Church of Christ in China,漢口中華基督教會,,hàn kǒuzhōng huá jīdūjiào huì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_137,,
長沙基督教會永恒堂,TN_0196,Changsha Churches of Christ-Yongheng Church,長沙基督教會永恒堂,,cháng shā jīdūjiào huì yǒnghéng táng,C_000084,Churches of Christ ,,Ecclesial,,,,Protestant,Restorationist,,Y_630,,
長沙中華基督教會慕登堂,TN_0197,Changsha Church of Christ in China-Mudeng Church,長沙中華基督教會慕登堂,,cháng shāzhōnghuá jīdūjiào huìmù dēngtáng,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_629,,
湖南衡陽中華基督教會辦公室,TN_0198,Office of Hengyang Church of Christ in China (Hunan),湖南衡陽中華基督教會辦公室,,húnán héngyáng zhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_574,,
湖南郴縣中華基督教會湘南區會辦公室,TN_0199,South Hunan District Office of Chen County Church of Christ in China ,湖南郴縣中華基督教會湘南區會辦公室,,húnán chēnxiàn zhōnghuá jīdūjiào huì xiāngnán qūhuìbàn gōngshì,C_000934,Church of Christ in China,South Hunan Office of Chen Xian Church of Christ in China; South Hunan Office of Chen Xian County of Christ in China,Ecclesial,,,,Protestant,,,Y_561,,
湖南湘潭古塘橋中華基督教會辦公室,TN_0200,"Office of Gutangqiao Church of Christ in China (Xiangtan, Hunan)",湖南湘潭古塘橋中華基督教會辦公室,,húnán xiāngtán gǔtáng qiáozhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China,Office of Gutangqiao Church of Christ in China (Hunan),Ecclesial,,,,Protestant,,,Y_1379,,
湖南湘潭花石中華基督教會辦公室,TN_0201,"Office of Huashi Church of Christ in China (Xiangtan, Hunan)",湖南湘潭花石中華基督教會辦公室,,húnán xiāngtán huāshí zhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China,Office of Huashi Church of Christ in China (Hunan),Ecclesial,,,,Protestant,,,Y_595,,
湖南桂陽中華基督教會桂陽堂會,TN_0202,Hunan Church of Christ in China-Guiyang Church,湖南桂陽中華基督教會桂陽堂會,,húnán guìyáng zhōnghuá jīdūjiào huìguìyángtáng huì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_557,,
湖南醴陵姚家壩中華基督教會辦公室,TN_0203,Office of Yaojiaba Church of Christ in China (Hunan),湖南醴陵姚家壩中華基督教會辦公室,,húnán lǐlíng yáojiā bà zhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_640,,
重慶市中華基督教會十字堂,TN_0204,Chongqing Church of Christ in China-Shizi Church ,重慶市中華基督教會十字堂,,chóngqìngshì zhōnghuá jīdūjiào huì shízì táng,C_000934,Church of Christ in China,Chongqing Church of Christ in China-Cross Church,Ecclesial,,,,Protestant,,,Y_2542,,
成都中華基督教會辦公室,TN_0205,Office of Chengdu Church of Christ in China ,成都中華基督教會辦公室,,chéngdū zhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1195,,
西安中華基督教會西京區會辦公室,TN_0206,Xi'an Church of Christ in China-Office of Xijing District ,西安中華基督教會西京區會辦公室,,xīān zhōnghuá jīdūjiào huì xījīng qūhuìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1553,,
西安中華基督教會長安堂會辦公室,TN_0207,Xi'an Church of Christ in China-Office of Changan Congregation ,西安中華基督教會長安堂會辦公室,,xīān zhōnghuá jīdūjiào huìzhǎng āntáng huì bàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1552,,
西安東縣門基督教會辦公室,TN_0208,Office of Dongxianmen Churches of Christ (Xi'an),西安東縣門基督教會辦公室,,xīān dōngxiànmén jīdūjiào huìbàn gōngshì,C_000084,Churches of Christ,,Ecclesial,,,,Protestant,Restorationist,,Y_1552,,
西安郭上村中華基督教會辦公室,TN_0209,Office of Guoshang Village Church of Christ in China (Xi'an）,西安郭上村中華基督教會辦公室,,xīān guōshàng cūn zhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1543,,
西安曹家巷教會辦公室,TN_0210,Office of Caojia Xiang Church (Xi'an) ,西安曹家巷教會辦公室,,xīān cáojiāxiàng jiàohuìbàn gōngshì,,,,Ecclesial,,,,Protestant,,,Y_1552,,
陜西中華基督教會臨潼堂會,TN_0211,Shaanxi Church of Christ in China-Lintong Church ,陜西中華基督教會臨潼堂會,,xiá xīzhōnghuá jīdūjiào huìlín tóngtáng huì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1558,,
西安中華基督教會陜西大會辦公室,TN_0212,Xi'an Church of Christ in China-Office of Shaanxi Synod,西安中華基督教會陜西大會辦公室,,xīān zhōnghuá jīdūjiào huì xiá xīdàhuì bàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1552,,
西安市中華基督教會西安堂會,TN_0213,Xi'an Church of Christ in China- Xi'an Church,西安市中華基督教會西安堂會,,xīānshì zhōnghuá jīdūjiào huì xīān tánghuì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1552,,
陜西南鄭基督教會辦公室,TN_0214,Office of Nanzheng Churches of Christ (Shaanxi) ,陜西南鄭基督教會辦公室,,xiá xīnán zhèng jīdūjiào huìbàn gōngshì,C_000084,Churches of Christ,,Ecclesial,,,,Protestant,Restorationist,,Y_1595,,
陜西涇陽中華基督教會辦公室,TN_0215,Office of Jingyang Church of Christ in China (Shaanxi) ,陜西涇陽中華基督教會辦公室,,xiá xījīngyáng zhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1611,,
陜西涇陽中華基督教會北趙村支會辦公室,TN_0216,Jingyang Church of Christ in China-Beizhao Village Church (Shaanxi),陜西涇陽中華基督教會北趙村支會辦公室,,xiá xījīngyáng zhōnghuá jīdūjiào huìběizhàocūn zhīhuìbàn gōngshì ( zhīhuì translation   check ),C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1611,,
陜西涇陽中華基督教會馬村支會辦公室,TN_0217,Jingyang Church of Christ in China-Ma Village Church (Shaanxi),陜西涇陽中華基督教會馬村支會辦公室,,xiá xījīngyáng zhōnghuá jīdūjiào huìmǎcūn zhīhuìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1611,,
陜西涇陽中華基督教會東丁村支會辦公室,TN_0218,Jingyang Church of Christ in China-Dongding Village Church (Shaanxi),陜西涇陽中華基督教會東丁村支會辦公室,,xiá xījīngyáng zhōnghuá jīdūjiào huìdōng dīngcūn zhīhuìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1611,,
陜西涇陽中華基督教會笓子劉村支會辦公室,TN_0219,Jingyang Church of Christ in China-Bizi Liu Village Church (Shaanxi),陜西涇陽中華基督教會笓子劉村支會辦公室,,xiá xījīngyáng zhōnghuá jīdūjiào huì pí zi liúcūn zhīhuìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1611,,
陜西涇陽中華基督教會羅家堡支會辦公室,TN_0220,Jingyang Church of Christ in China-Luojiabao Church (Shaanxi),陜西涇陽中華基督教會羅家堡支會辦公室,,xiá xījīngyáng zhōnghuá jīdūjiào huìluójiābǎo zhīhuìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1611,,
陜西涇陽中華基督教會金錢峪支會辦公室,TN_0221,Jingyang Church of Christ in China-Jin Qian Yu Church (Shaanxi),陜西涇陽中華基督教會金錢峪支會辦公室,,xiá xījīngyáng zhōnghuá jīdūjiào huìjīnqián yù zhīhuìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,Y_1611,,
太原市東夾巷中華基督教會堂會辦公室,TN_0222,Church Office of Dongjiaxiang Church of Christ in China (Taiyuan City),太原市東夾巷中華基督教會堂會辦公室,,tàiyuánshì dōngjiāxiàng zhōnghuá jīdūjiào huìtáng huì bàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,F_189,,
太原耶穌基督聖教天召會辦公室,TN_0223,Office of Taiyuan Yesu Jidu Shenjiao Assembly of God,太原耶穌基督聖教天召會辦公室,,tàiyuán yēsū jīdū shèngjiàotiān zhàohuìbàn gōngshì,C_000027,Assembly of God–Good News Mission,Office of Jesus Christ Assembly of God ,Ecclesial,,,,Protestant,Pentecostal,,F_189,,
太原中華基督教會辦公室,TN_0224,Office of Taiyuan Church of Christ in China,太原中華基督教會辦公室,,tàiyuán zhōnghuá jīdūjiào huìbàn gōngshì,C_000934,Church of Christ in China,,Ecclesial,,,,Protestant,,,F_189,,
